# Radial distribution function (1000 data points):
# "Pair separation distance" C-C
1.40175 2.3521792802 
1.40625 2.4256590635 
1.41075 2.5520294738 
1.41525 2.6370245504 
1.41975 2.7398381567 
1.42425 2.8594038605 
1.42875 2.9480304699 
1.43325 3.1046078014 
1.43775 3.2403406131 
1.44225 3.3428991795 
1.44675 3.4974529794 
1.45125 3.6364293984 
1.45575 3.711938555 
1.46025 3.8399477382 
1.46475 3.9449796427 
1.46925 4.0551185913 
1.47375 4.11469932 
1.47825 4.203167057 
1.48275 4.2751209467 
1.48725 4.286032912 
1.49175 4.2967356025 
1.49625 4.2753032841 
1.50075 4.2841577354 
1.50525 4.2415101254 
1.50975 4.1561197734 
1.51425 4.1142658539 
1.51875 4.0049112482 
1.52325 3.9020503249 
1.52775 3.7794583195 
1.53225 3.6799247379 
1.53675 3.5605515401 
1.54125 3.3682060121 
1.54575 3.2691187682 
1.55025 3.088922109 
1.55475 2.9621999405 
1.55925 2.8039620797 
1.56375 2.6108539278 
1.56825 2.5131778567 
1.57275 2.3572941207 
1.57725 2.2088532953 
1.58175 2.042981565 
1.58625 1.9185507058 
1.59075 1.7824332529 
1.59525 1.6676351341 
1.59975 1.5495072549 
1.60425 1.4365765546 
1.60875 1.3405848798 
1.61325 1.2240065258 
1.61775 1.1205820299 
1.62225 1.0330747757 
1.62675 0.9525301643 
1.63125 0.8827929315 
1.63575 0.7956010211 
1.64025 0.7263663165 
1.64475 0.669549822 
1.64925 0.6155917337 
1.65375 0.5534382823 
1.65825 0.50272148 
1.66275 0.4653836389 
1.66725 0.4371595695 
1.67175 0.3775237487 
1.67625 0.3518892043 
1.68075 0.3080654813 
1.68525 0.291941745 
1.68975 0.2652681295 
1.69425 0.24040847 
1.69875 0.2195406831 
1.70325 0.1952613283 
1.70775 0.1699754192 
1.71225 0.1629878182 
1.71675 0.1431966418 
1.72125 0.1228662907 
1.72575 0.1196782686 
1.73025 0.0995136258 
1.73475 0.0956628287 
1.73925 0.0831914667 
1.74375 0.0720550271 
1.74825 0.0659978565 
1.75275 0.0591253395 
1.75725 0.0505781884 
1.76175 0.0471652695 
1.76625 0.04355102 
1.77075 0.0392702063 
1.77525 0.0351098596 
1.77975 0.0316093093 
1.78425 0.027297737 
1.78875 0.0247122866 
1.79325 0.022304662 
1.79775 0.0203752709 
1.80225 0.018314114 
1.80675 0.0165731803 
1.81125 0.0136553867 
1.81575 0.0141075372 
1.82025 0.0118213647 
1.82475 0.0117631315 
1.82925 0.0096568952 
1.83375 0.0096823572 
1.83825 0.0101421167 
1.84275 0.0076415726 
1.84725 0.0081065639 
1.85175 0.0071391254 
1.85625 0.0060388704 
1.86075 0.0057975903 
1.86525 0.0056289269 
1.86975 0.0052517483 
1.87425 0.0059234348 
1.87875 0.0042999502 
1.88325 0.0042104024 
1.88775 0.0059077107 
1.89225 0.0045806542 
1.89675 0.0053074284 
1.90125 0.0058241121 
1.90575 0.0052574176 
1.91025 0.0049643345 
1.91475 0.0042733213 
1.91925 0.006180585 
1.92375 0.0062839985 
1.92825 0.0057279908 
1.93275 0.0073396677 
1.93725 0.0077622095 
1.94175 0.0078561267 
1.94625 0.0077552131 
1.95075 0.0082341065 
1.95525 0.009348846 
1.95975 0.0107719691 
1.96425 0.0102150876 
1.96875 0.0109263398 
1.97325 0.0128255409 
1.97775 0.0144570252 
1.98225 0.0135815516 
1.98675 0.0156287356 
1.99125 0.0185833782 
1.99575 0.0189298943 
2.00025 0.0206803503 
2.00475 0.0218058155 
2.00925 0.0237699279 
2.01375 0.0254748184 
2.01825 0.0266234024 
2.02275 0.0292572965 
2.02725 0.0299614703 
2.03175 0.0337428285 
2.03625 0.0383761071 
2.04075 0.0375604688 
2.04525 0.0407311052 
2.04975 0.0417177609 
2.05425 0.0457699218 
2.05875 0.0482268627 
2.06325 0.0500869063 
2.06775 0.0535907149 
2.07225 0.057291676 
2.07675 0.0608465712 
2.08125 0.06329644 
2.08575 0.0671876709 
2.09025 0.0725576267 
2.09475 0.0729156841 
2.09925 0.0793249213 
2.10375 0.0812537297 
2.10825 0.0883425465 
2.11275 0.0944379812 
2.11725 0.0985149223 
2.12175 0.1026108413 
2.12625 0.103314074 
2.13075 0.1156031207 
2.13525 0.122042683 
2.13975 0.1279993748 
2.14425 0.1396019945 
2.14875 0.1499399631 
2.15325 0.1538017749 
2.15775 0.1690921961 
2.16225 0.1762430808 
2.16675 0.18880813 
2.17125 0.2039158648 
2.17575 0.2231375157 
2.18025 0.235246561 
2.18475 0.2535110497 
2.18925 0.2680992726 
2.19375 0.2849565324 
2.19825 0.3001032282 
2.20275 0.327938736 
2.20725 0.3519774745 
2.21175 0.3736662402 
2.21625 0.3980169726 
2.22075 0.4311022259 
2.22525 0.4478992785 
2.22975 0.4837600484 
2.23425 0.5122178359 
2.23875 0.5401989251 
2.24325 0.5822051123 
2.24775 0.6139866653 
2.25225 0.6413595678 
2.25675 0.6825449077 
2.26125 0.7082690166 
2.26575 0.7665911656 
2.27025 0.8041647486 
2.27475 0.8512282407 
2.27925 0.8898091303 
2.28375 0.925591978 
2.28825 0.9619750358 
2.29275 1.0058426192 
2.29725 1.0499160744 
2.30175 1.1020007092 
2.30625 1.141980795 
2.31075 1.2031891337 
2.31525 1.2469248653 
2.31975 1.2936333632 
2.32425 1.3371162732 
2.32875 1.3902748852 
2.33325 1.4161689632 
2.33775 1.468729571 
2.34225 1.5114610706 
2.34675 1.544119677 
2.35125 1.6004288836 
2.35575 1.6464601258 
2.36025 1.6899757917 
2.36475 1.7309597996 
2.36925 1.7566186338 
2.37375 1.7984059634 
2.37825 1.8239374265 
2.38275 1.8570245077 
2.38725 1.8773924258 
2.39175 1.9325563786 
2.39625 1.9561284033 
2.40075 1.967193024 
2.40525 2.0034653041 
2.40975 2.0397904288 
2.41425 2.0615511848 
2.41875 2.0761063248 
2.42325 2.0734470599 
2.42775 2.0949243772 
2.43225 2.1207391528 
2.43675 2.1388457047 
2.44125 2.1338842058 
2.44575 2.1438413041 
2.45025 2.153710928 
2.45475 2.1459031362 
2.45925 2.1423880645 
2.46375 2.1641705622 
2.46825 2.1715155021 
2.47275 2.1582943187 
2.47725 2.1392908712 
2.48175 2.1448149997 
2.48625 2.1349590709 
2.49075 2.1286721811 
2.49525 2.1268988666 
2.49975 2.1239100667 
2.50425 2.0984448209 
2.50875 2.0983524881 
2.51325 2.0715445086 
2.51775 2.0325569953 
2.52225 2.0335455019 
2.52675 2.0105497496 
2.53125 1.9856413604 
2.53575 1.9672548588 
2.54025 1.9526659019 
2.54475 1.9418723806 
2.54925 1.9073736481 
2.55375 1.8860934126 
2.55825 1.8574326666 
2.56275 1.826836842 
2.56725 1.803055336 
2.57175 1.7866834626 
2.57625 1.7678330205 
2.58075 1.7327470433 
2.58525 1.7096884156 
2.58975 1.67874943 
2.59425 1.6581992429 
2.59875 1.6302779239 
2.60325 1.5847311849 
2.60775 1.5778986775 
2.61225 1.5578304075 
2.61675 1.5270224978 
2.62125 1.5151928011 
2.62575 1.4736455345 
2.63025 1.4445812098 
2.63475 1.4348197417 
2.63925 1.4091962489 
2.64375 1.3837737755 
2.64825 1.3670676208 
2.65275 1.3350213288 
2.65725 1.3021786812 
2.66175 1.2853061005 
2.66625 1.267369101 
2.67075 1.2486189599 
2.67525 1.2277644167 
2.67975 1.2138607048 
2.68425 1.1994316926 
2.68875 1.169177388 
2.69325 1.1532591055 
2.69775 1.1346822733 
2.70225 1.1248719348 
2.70675 1.1110107282 
2.71125 1.0829820035 
2.71575 1.0698699391 
2.72025 1.0656715416 
2.72475 1.053020997 
2.72925 1.03660291 
2.73375 1.0233662039 
2.73825 1.0290163928 
2.74275 1.0064105531 
2.74725 0.9966616912 
2.75175 0.9833826487 
2.75625 0.9735684091 
2.76075 0.9719709873 
2.76525 0.9588857438 
2.76975 0.9500286562 
2.77425 0.9508613739 
2.77875 0.9420140694 
2.78325 0.9295216093 
2.78775 0.9331065283 
2.79225 0.9237903698 
2.79675 0.9221344588 
2.80125 0.9101583649 
2.80575 0.9042248299 
2.81025 0.8912882789 
2.81475 0.8942186385 
2.81925 0.896047782 
2.82375 0.8933476358 
2.82825 0.8905377089 
2.83275 0.8779179992 
2.83725 0.8823425175 
2.84175 0.8778830464 
2.84625 0.8823918317 
2.85075 0.8728608148 
2.85525 0.8668686614 
2.85975 0.8653699243 
2.86425 0.8704111162 
2.86875 0.871252043 
2.87325 0.859629337 
2.87775 0.8637122264 
2.88225 0.8683548012 
2.88675 0.8678234664 
2.89125 0.8665591161 
2.89575 0.8589050282 
2.90025 0.8714044644 
2.90475 0.863078102 
2.90925 0.8630421854 
2.91375 0.8627717012 
2.91825 0.8626999959 
2.92275 0.8617076263 
2.92725 0.859431686 
2.93175 0.8581055228 
2.93625 0.8583734997 
2.94075 0.8633064717 
2.94525 0.862843406 
2.94975 0.8577369506 
2.95425 0.8586880877 
2.95875 0.8585948208 
2.96325 0.865635119 
2.96775 0.8725176235 
2.97225 0.8732582734 
2.97675 0.8741009659 
2.98125 0.8622096759 
2.98575 0.8710910051 
2.99025 0.8689366032 
2.99475 0.8675554768 
2.99925 0.8670767665 
3.00375 0.8608179062 
3.00825 0.8714453093 
3.01275 0.8702464307 
3.01725 0.8682172389 
3.02175 0.8678584704 
3.02625 0.8789117385 
3.03075 0.8638844388 
3.03525 0.8659748475 
3.03975 0.8636777254 
3.04425 0.8740695506 
3.04875 0.8747833007 
3.05325 0.8661932142 
3.05775 0.865635435 
3.06225 0.8697239333 
3.06675 0.8613429878 
3.07125 0.8710703443 
3.07575 0.8677470577 
3.08025 0.8733666335 
3.08475 0.8661639961 
3.08925 0.8764422469 
3.09375 0.8775263003 
3.09825 0.8774527653 
3.10275 0.8692135002 
3.10725 0.8788932709 
3.11175 0.8710945954 
3.11625 0.8633876854 
3.12075 0.8741712157 
3.12525 0.8682971185 
3.12975 0.8689509298 
3.13425 0.8746062663 
3.13875 0.8719014466 
3.14325 0.8720083422 
3.14775 0.8746558218 
3.15225 0.8727023617 
3.15675 0.8746624271 
3.16125 0.8788614195 
3.16575 0.8794667883 
3.17025 0.8694699093 
3.17475 0.8742203435 
3.17925 0.8775357014 
3.18375 0.8772545136 
3.18825 0.8688314641 
3.19275 0.8701063563 
3.19725 0.8713227392 
3.20175 0.8734601724 
3.20625 0.8701766185 
3.21075 0.8743643824 
3.21525 0.8730552461 
3.21975 0.8681607125 
3.22425 0.8690593222 
3.22875 0.8565411476 
3.23325 0.8728687435 
3.23775 0.8648629925 
3.24225 0.8841442917 
3.24675 0.863720793 
3.25125 0.8648516069 
3.25575 0.8768041737 
3.26025 0.8742241898 
3.26475 0.874296329 
3.26925 0.8711581818 
3.27375 0.8684222737 
3.27825 0.8682265114 
3.28275 0.8604640886 
3.28725 0.8627312898 
3.29175 0.8647795571 
3.29625 0.8583194572 
3.30075 0.8587219369 
3.30525 0.8750734721 
3.30975 0.8746397466 
3.31425 0.8662489146 
3.31875 0.8773480719 
3.32325 0.8772567334 
3.32775 0.8716804131 
3.33225 0.8763163619 
3.33675 0.8729869043 
3.34125 0.8666681051 
3.34575 0.8774595713 
3.35025 0.8694769996 
3.35475 0.878369746 
3.35925 0.8666682177 
3.36375 0.8769642904 
3.36825 0.8798227769 
3.37275 0.8824261762 
3.37725 0.8794537575 
3.38175 0.8835792694 
3.38625 0.8829403442 
3.39075 0.8838560188 
3.39525 0.8807077235 
3.39975 0.8905136694 
3.40425 0.8828377911 
3.40875 0.894918793 
3.41325 0.8867612462 
3.41775 0.8898136165 
3.42225 0.9009359235 
3.42675 0.8969451922 
3.43125 0.9014555924 
3.43575 0.8949066875 
3.44025 0.9059701515 
3.44475 0.9048424819 
3.44925 0.908059141 
3.45375 0.9169817231 
3.45825 0.9192433245 
3.46275 0.9176110676 
3.46725 0.915984182 
3.47175 0.935566432 
3.47625 0.9379266139 
3.48075 0.9348160538 
3.48525 0.93683731 
3.48975 0.9433476997 
3.49425 0.9500620595 
3.49875 0.9655178483 
3.50325 0.9648142271 
3.50775 0.9616241115 
3.51225 0.9739258367 
3.51675 0.979570188 
3.52125 0.9894667842 
3.52575 1.0019682204 
3.53025 0.9976868878 
3.53475 1.0108419326 
3.53925 1.0196665536 
3.54375 1.0266887293 
3.54825 1.0331859292 
3.55275 1.0388905487 
3.55725 1.0538875692 
3.56175 1.0528471611 
3.56625 1.0634729515 
3.57075 1.0812800966 
3.57525 1.0829263807 
3.57975 1.0948957668 
3.58425 1.1032574014 
3.58875 1.1081143273 
3.59325 1.1163941711 
3.59775 1.1286575015 
3.60225 1.1412711425 
3.60675 1.1479470842 
3.61125 1.1571766686 
3.61575 1.1609266378 
3.62025 1.1679043875 
3.62475 1.1891717492 
3.62925 1.1903691931 
3.63375 1.2100966371 
3.63825 1.2109147633 
3.64275 1.2173149239 
3.64725 1.2271395169 
3.65175 1.2349661465 
3.65625 1.2375865393 
3.66075 1.243606272 
3.66525 1.256535417 
3.66975 1.2569457771 
3.67425 1.2583295468 
3.67875 1.2651836894 
3.68325 1.2763493506 
3.68775 1.2750003636 
3.69225 1.2710145153 
3.69675 1.2714508964 
3.70125 1.280101381 
3.70575 1.2818965326 
3.71025 1.2751611867 
3.71475 1.2755506475 
3.71925 1.284446738 
3.72375 1.2722699355 
3.72825 1.2817047934 
3.73275 1.2745578637 
3.73725 1.2822869193 
3.74175 1.2789597133 
3.74625 1.2692956022 
3.75075 1.2677308124 
3.75525 1.2713255849 
3.75975 1.2691673438 
3.76425 1.2544385723 
3.76875 1.2466705486 
3.77325 1.2525365015 
3.77775 1.232624131 
3.78225 1.2297783644 
3.78675 1.233105517 
3.79125 1.2250365812 
3.79575 1.2194830823 
3.80025 1.2061382016 
3.80475 1.1962012936 
3.80925 1.1848064619 
3.81375 1.1878355743 
3.81825 1.1665838719 
3.82275 1.1715112344 
3.82725 1.156173616 
3.83175 1.1405879853 
3.83625 1.1426211041 
3.84075 1.1295566946 
3.84525 1.1045966974 
3.84975 1.1019993476 
3.85425 1.0915012027 
3.85875 1.0894665694 
3.86325 1.0861262661 
3.86775 1.0638816076 
3.87225 1.0527901453 
3.87675 1.0480019705 
3.88125 1.0430381526 
3.88575 1.0303285346 
3.89025 1.0207805737 
3.89475 1.0100958866 
3.89925 0.9969943515 
3.90375 0.991388006 
3.90825 0.9848271917 
3.91275 0.9740885764 
3.91725 0.9656939362 
3.92175 0.9551069156 
3.92625 0.9446293871 
3.93075 0.9326921471 
3.93525 0.9330262619 
3.93975 0.9243193571 
3.94425 0.9191115493 
3.94875 0.908084788 
3.95325 0.9044835447 
3.95775 0.8935353691 
3.96225 0.8831179473 
3.96675 0.879388529 
3.97125 0.8777226776 
3.97575 0.8724226286 
3.98025 0.8679632552 
3.98475 0.8631055226 
3.98925 0.856406203 
3.99375 0.8495506945 
3.99825 0.8555564432 
4.00275 0.8373159475 
4.00725 0.8376011893 
4.01175 0.8364380518 
4.01625 0.8377517725 
4.02075 0.8361955994 
4.02525 0.8274828117 
4.02975 0.8295099951 
4.03425 0.82735965 
4.03875 0.8210596735 
4.04325 0.8279781025 
4.04775 0.8275426152 
4.05225 0.822902982 
4.05675 0.8233393456 
4.06125 0.8188590761 
4.06575 0.8199796427 
4.07025 0.8158476438 
4.07475 0.8154473126 
4.07925 0.8198426251 
4.08375 0.8213248641 
4.08825 0.8186682702 
4.09275 0.8218671072 
4.09725 0.8215501803 
4.10175 0.8233279061 
4.10625 0.8279705157 
4.11075 0.826593364 
4.11525 0.8317249928 
4.11975 0.8270820103 
4.12425 0.8361872296 
4.12875 0.8344229141 
4.13325 0.8356448007 
4.13775 0.8402194781 
4.14225 0.8384662337 
4.14675 0.8405481554 
4.15125 0.8472642354 
4.15575 0.8446223782 
4.16025 0.8427254485 
4.16475 0.8552727612 
4.16925 0.8491462927 
4.17375 0.8564223287 
4.17825 0.8591358448 
4.18275 0.8608982297 
4.18725 0.8657366919 
4.19175 0.8698836591 
4.19625 0.8749284089 
4.20075 0.8787149006 
4.20525 0.8796177148 
4.20975 0.8856670217 
4.21425 0.8874017334 
4.21875 0.8857021815 
4.22325 0.8926135077 
4.22775 0.8935356908 
4.23225 0.9039093706 
4.23675 0.9036131409 
4.24125 0.910433573 
4.24575 0.9113700776 
4.25025 0.91316786 
4.25475 0.9102771652 
4.25925 0.9140762166 
4.26375 0.9286835706 
4.26825 0.9249929834 
4.27275 0.922884723 
4.27725 0.9321034013 
4.28175 0.9332029571 
4.28625 0.9303784042 
4.29075 0.9381212114 
4.29525 0.9385449518 
4.29975 0.9502330252 
4.30425 0.9384163908 
4.30875 0.9477179702 
4.31325 0.9537417617 
4.31775 0.9475660393 
4.32225 0.9563782487 
4.32675 0.9539714941 
4.33125 0.9538693282 
4.33575 0.9613704445 
4.34025 0.956363099 
4.34475 0.9629161395 
4.34925 0.9710577003 
4.35375 0.9634980804 
4.35825 0.9662006699 
4.36275 0.9671151874 
4.36725 0.9657264318 
4.37175 0.9675434742 
4.37625 0.9685585081 
4.38075 0.9681259087 
4.38525 0.9797990729 
4.38975 0.9788202885 
4.39425 0.9767151414 
4.39875 0.976463714 
4.40325 0.9798980439 
4.40775 0.9822831076 
4.41225 0.9817894287 
4.41675 0.9854368451 
4.42125 0.9847217906 
4.42575 0.991068904 
4.43025 0.9865995 
4.43475 0.9887805433 
4.43925 0.9959195104 
4.44375 0.998415926 
4.44825 0.9936379827 
4.45275 0.9968533165 
4.45725 0.9977617827 
4.46175 1.0017265124 
4.46625 1.003132892 
4.47075 1.0065401801 
4.47525 1.0038447233 
4.47975 1.0121854005 
4.48425 1.0090958084 
4.48875 1.0129660893 
4.49325 1.0117990187 
4.49775 1.0222030914 
